permitnum,description,issuedate,applieddate,statuscurrent,jurisdiction,statuscurrentmapped,statusdate,totalsqft,projectcost,contractorcompanyname,contractortrade,contractorzip,ownerzip,projectcost_6_2026,originalcity_validated,originalzip_validated
22-10281761,SOLAR PV SYSTEM,,2022-09-14,ADMINISTRATIVELY CLOSED (AC),TOM,Permit Cancelled,2022-09-19,0,17100,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27513,19239.98,Cary,27513
22-10290498,SOLAR PV SYSTEM,2022-10-26,2022-09-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-02,0,30586,ALPHA CONTRACTING LLC,GENERAL CONTRACTOR,27529,27539,34413.68,Apex,27539
22-10300664,SOLAR PV SYSTEM,2022-11-01,2022-09-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-07,0,29064,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,32701.21,Cary,27519
22-10311022,SOLAR PV SYSTEM,2022-11-08,2022-09-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-14,0,33048,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,37183.79,Cary,27519
22-10320376,SOLAR PV SYSTEM,2022-09-28,2022-09-16,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2022-11-29,0,21500,8M SOLAR,GENERAL CONTRACTOR,27616,27519,24190.61,Cary,27519
22-10331815,SOLAR PV SYSTEM,2023-02-07,2022-09-19,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2023-10-12,0,36000,"TITAN SOLAR POWER NC, INC",GENERAL CONTRACTOR,85210,27523,40505.22,Apex,27523
22-10341094,SOLAR PV SYSTEM,2022-11-08,2022-09-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-15,0,19998,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,22500.65,Cary,27511
22-10351712,SOLAR PV SYSTEM,2022-09-27,2022-09-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-21,0,21500,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,24190.61,Cary,27519
22-10361741,SOLAR PV SYSTEM,2022-09-27,2022-09-20,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-03-22,0,14300,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,16089.57,Cary,27519
22-10370110,SOLAR PV SYSTEM,2022-09-27,2022-09-21,PERMIT ISSUED (PI),CC,Permit Issued,2022-09-27,0,27100,8M SOLAR,GENERAL CONTRACTOR,27616,27560,30491.43,Cary,27519
22-10381095,SOLAR PV SYSTEM,2022-11-09,2022-09-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-28,0,30740,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27518,34586.95,Cary,27518
22-10391062,SOLAR PV SYSTEM,2022-12-01,2022-09-22,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2022-12-22,0,37859,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27523,42596.86,Apex,27523
22-10401331,SOLAR PV SYSTEM,2022-11-10,2022-09-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-15,0,25948,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,29195.26,Cary,27513
22-10411713,SOLAR PV SYSTEM,2022-09-28,2022-09-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-20,0,11400,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27513,12826.65,Cary,27513
22-10420430,SOLAR PV SYSTEM,2022-10-13,2022-09-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-10,0,32418,8M SOLAR,GENERAL CONTRACTOR,27587,27519,36474.95,Cary,27519
22-10430696,SOLAR PV SYSTEM,2022-10-21,2022-09-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-02,0,29520,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,33214.28,Cary,27519
22-10441177,SOLAR PV SYSTEM,2022-11-14,2022-09-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-21,0,36288,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27511,40829.26,Cary,27511
22-10451977,SOLAR PV SYSTEM,,2022-09-23,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-10-04,0,35000,,,,27511,39380.07,Cary,27511
22-10460377,SOLAR PV SYSTEM,2022-10-13,2022-09-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-10,0,17500,8M SOLAR,GENERAL CONTRACTOR,27587,27511,19690.04,Cary,27511
22-10470645,SOLAR PV SYSTEM,2022-11-04,2022-09-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-08,0,29090,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27523,32730.46,Apex,27523
22-10480656,SOLAR PV SYSTEM,2022-11-09,2022-09-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-11-15,0,20607,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,23185.86,Cary,27519
22-10491023,SOLAR PV SYSTEM,2022-11-14,2022-09-29,PERMIT ISSUED (PI),CC,Permit Issued,2022-11-14,0,19126,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,21519.52,Cary,27519
22-10501024,SOLAR PV SYSTEM,2022-10-10,2022-09-29,PERMIT ISSUED (PI),CC,Permit Issued,2022-10-10,0,15552,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,17498.25,Cary,27519
22-10511368,SOLAR PV SYSTEM,2023-03-31,2022-09-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-05-23,0,65000,NEXUS ENERGY SYSTEMS LLC,GENERAL CONTRACTOR,92806,27519,73134.42,Cary,27519
22-10520820,Solar PV System,2022-11-30,2022-10-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-05,539,26210,EMERALD ENERGY LLC,GENERAL CONTRACTOR,27624,27519,29370.9,Cary,27519
22-10531096,SOLAR PV SYSTEM,2022-12-08,2022-10-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-03,0,30791,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,34504.37,Cary,27519
22-10541130,SOLAR PV SYSTEM,2022-11-30,2022-10-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-06,0,36459,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,40855.93,Cary,27513
22-10551178,SOLAR PV SYSTEM,2022-11-21,2022-10-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-05,0,24380,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,27320.21,Cary,27519
22-10560321,TESLA BATTERY TO EXISTING SOLAR,2022-10-14,2022-10-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-03,0,27200,8M SOLAR,GENERAL CONTRACTOR,27587,27519,30480.3,Cary,27519
22-10570378,SOLAR PV SYSTEM,2022-10-21,2022-10-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-11,0,32400,8M SOLAR,GENERAL CONTRACTOR,27587,27519,36307.41,Cary,27519
22-10581097,SOLAR PV SYSTEM,2023-01-06,2022-10-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-13,0,24000,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,26894.38,Cary,27519
22-10590322,SOLAR PV SYSTEM,2022-10-19,2022-10-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-25,0,61900,8M SOLAR,GENERAL CONTRACTOR,27587,27511,69365.09,Cary,27511
22-10601953,SOLAR PV SYSTEM,2023-04-10,2022-10-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-05-01,0,16530,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,18523.5,Cary,27519
22-10610638,SOLAR PV SYSTEM,2022-12-13,2022-10-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-06-02,0,19947,"BRIAN GARLOCK CONSTRUCTION, L.",GENERAL CONTRACTOR,27612,27511,22352.59,Cary,27511
22-10620863,SOLAR PV SYSTEM,2023-01-23,2022-10-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-30,0,32550,GAF ENERGY LLC,GENERAL CONTRACTOR,94903,27519,36475.5,Cary,27519
22-10631933,SOLAR PV SYSTEM,2022-11-10,2022-10-11,PERMIT ISSUED (PI),CC,Permit Issued,2022-11-10,0,49430,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27523,55391.22,Apex,27523
22-10641361,SOLAR PV SYSTEM,2023-02-10,2022-10-12,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2023-03-02,0,26000,NEXUS ENERGY SYSTEMS LLC,GENERAL CONTRACTOR,92806,27523,29135.58,Apex,27523
22-10651690,SOLAR PV SYSTEM,2022-11-30,2022-10-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-02-03,0,9000,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,10085.39,Cary,27519
22-10661356,SOLAR PV SYSTEM,,2022-10-13,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-01-20,0,27800,NEXUS ENERGY SYSTEMS LLC,GENERAL CONTRACTOR,92806,27519,31152.66,Cary,27519
22-10671369,SOLAR PV SYSTEM,2023-03-21,2022-10-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-03-24,0,34700,NEXUS ENERGY SYSTEMS LLC,GENERAL CONTRACTOR,92806,27519,38884.79,Cary,27519
22-10681860,SOLAR PANELS,2023-01-05,2022-10-14,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2023-04-06,0,40907,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27519,45840.35,Cary,27519
22-10691874,SOLAR PANELS,2022-11-30,2022-10-14,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-02-10,0,19941,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,22345.87,Cary,27513
22-10700323,SOLAR PV SYSTEM,2022-10-21,2022-10-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-05,0,36800,8M SOLAR,GENERAL CONTRACTOR,27587,27539,41238.05,Apex,27539
22-10710379,SOLAR PV SYSTEM,2022-10-28,2022-10-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-22,0,18500,8M SOLAR,GENERAL CONTRACTOR,27587,27511,20731.08,Cary,27511
22-10720521,SOLAR PV SYSTEM,2022-12-02,2022-10-19,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-26,0,37573,ALPHA CONTRACTING LLC,GENERAL CONTRACTOR,27529,27523,42104.27,Cary,27519
22-10731357,SOLAR PV SYSTEM,,2022-10-19,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-10-24,0,24900,NEXUS ENERGY SYSTEMS LLC,GENERAL CONTRACTOR,92806,27519,27902.92,Cary,27519
22-10741367,SOLAR PV SYSTEM,2023-01-24,2022-10-19,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-02-23,0,30800,NEXUS ENERGY SYSTEMS LLC,GENERAL CONTRACTOR,92806,27519,34514.45,Cary,27519
22-10751853,SOLAR PV SYSTEM,2023-01-04,2022-10-19,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-02-15,0,41907,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27606,46960.95,Raleigh,27606
22-10761663,Solar PV System,2022-11-01,2022-10-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-03-09,0,18600,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27539,20843.14,Apex,27539
22-10771928,Solar PV System,2022-10-31,2022-10-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-02-17,0,42725,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27513,47877.6,Cary,27513
22-10781963,SOLAR PV SYSTEM,,2022-10-20,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2023-10-31,0,57194,,,,27519,64091.55,Cary,27519
22-10790657,SOLAR PV SYSTEM,2022-11-23,2022-10-21,PERMIT ISSUED (PI),TC,Permit Issued,2022-11-23,0,29642,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,33216.8,Cary,27519
22-10801290,SOLAR PV SYSTEM,2022-12-22,2022-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-30,0,27712,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27576,31054.04,Cary,27519
22-10811861,SOLAR PV SYSTEM,,2022-10-21,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-08-04,0,45353,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,50822.53,Cary,27511
22-10821862,SOLAR PANELS,2023-01-23,2022-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-03-29,0,34496,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,38656.19,Cary,27511
22-10831881,SOLAR PANELS,2022-12-19,2022-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-06-12,150,8893,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,9965.49,Cary,27513
22-10841829,SOLAR PANELS,,2022-10-24,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-02-23,0,27104,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,30372.72,Cary,27513
22-10851854,SOLAR PV SYSTEM,2023-06-07,2022-10-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-07-03,0,26334,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,29509.86,Cary,27513
22-10861855,SOLAR PANELS,2023-03-08,2022-10-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-05-23,0,37037,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,41503.63,Cary,27513
22-10870111,SOLAR PV SYSTEM,2022-11-14,2022-10-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-04,0,28500,8M SOLAR,GENERAL CONTRACTOR,27587,27519,31937.08,Cary,27519
22-10880512,SOLAR PV SYSTEM,2022-11-17,2022-10-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-13,0,33517,ALPHA CONTRACTING LLC,GENERAL CONTRACTOR,27529,27511,37559.12,Cary,27511
22-10891879,Solar PV System,,2022-10-26,ADMINISTRATIVELY CLOSED (AC),TC,Permit Cancelled,2022-11-30,654,42124,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,47204.12,Cary,27511
22-10901179,SOLAR PV SYSTEM,2022-12-28,2022-10-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-11,0,19040,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,21336.21,Cary,27519
22-10911877,Solar PV System,2023-01-10,2022-10-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-04-25,356,23598,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,26443.9,Cary,27511
22-10921880,Solar PV System,,2022-10-27,EXPIRED APPLICATION (XA),TC,Permit Cancelled,2023-10-31,356,23598,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,26443.9,Cary,27513
22-10930225,SOLAR PV SYSTEM,2022-11-08,2022-10-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-30,0,31806,8M SOLAR,GENERAL CONTRACTOR,27587,27519,35641.78,Cary,27519
22-10940511,SOLAR PV SYSTEM,2022-12-07,2022-10-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-21,0,31303,ALPHA CONTRACTING LLC,GENERAL CONTRACTOR,27529,27519,35078.12,Cary,27519
22-10951242,SOLAR PV SYSTEM,2022-12-21,2022-10-28,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2022-12-30,0,17308,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,19395.33,Cary,27519
22-10961863,SOLAR PANELS,2023-01-30,2022-10-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-02-21,342,23408,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,26230.99,Cary,27511
22-10971876,SOLAR PV SYSTEM,2023-01-20,2022-10-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-07-10,0,14421,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,16160.16,Cary,27513
22-10981841,SOLAR PANELS,2023-01-11,2022-10-31,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-20,0,35397,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,39665.85,Cary,27513
22-10991882,SOLAR PV SYSTEM,2023-06-22,2022-10-31,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-11-07,0,11799,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,13221.95,Cary,27513
22-11001964,SOLAR PV SYSTEM,,2022-11-01,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-11-14,0,78000,,,,27519,87495.11,Cary,27519
22-11010853,SOLAR PV SYSTEM,2023-03-21,2022-11-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-03-29,0,20754,FREEDOM SOLAR POWER,UNLICENSED CONTRACTOR,78744,27511,23280.43,Cary,27511
22-11020855,SOLAR PV SYSTEM,2023-01-25,2022-11-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-05-02,0,51355,FREEDOM SOLAR POWER,UNLICENSED CONTRACTOR,78744,27513,57606.55,Cary,27513
22-11031830,SOLAR PV SYSTEM,2023-04-18,2022-11-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-09-07,0,34086,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,28217,27513,38235.36,Cary,27513
22-11040654,SOLAR PV SYSTEM,2022-11-29,2022-11-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-21,0,27596,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27513,30955.32,Cary,27513
22-11051098,SOLAR PV SYSTEM,2022-12-28,2022-11-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-12,0,24579,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,27571.05,Cary,27519
22-11061243,SOLAR PV SYSTEM,2022-12-13,2022-11-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2022-12-20,0,20800,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,23332.03,Cary,27519
22-11071831,SOLAR PV SYSTEM,,2022-11-07,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-08-04,0,42026,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27518,47141.92,Cary,27518
22-11081878,SOLAR PV SYSTEM,2023-01-19,2022-11-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-04-03,0,29475,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,33063.06,Cary,27513
22-11091883,SOLAR PV SYSTEM,2023-04-14,2022-11-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-10-12,0,24081,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,27012.43,Cary,27511
22-11100033,SOLAR PV SYSTEM,,2022-11-09,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-08-01,0,20500,8M SOLAR,GENERAL CONTRACTOR,27616,27519,22995.51,Cary,27519
22-11110324,SOLAR PV SYSTEM,2022-11-30,2022-11-09,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2023-01-17,0,25440,8M SOLAR,GENERAL CONTRACTOR,27616,27519,28536.87,Cary,27519
22-11121291,SOLAR PANELS,2023-01-03,2022-11-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-18,0,39437,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,44237.75,Cary,27519
22-11130034,SOLAR PV SYSTEM,2022-11-30,2022-11-11,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-03,920,22450,8M SOLAR,GENERAL CONTRACTOR,27587,27519,25182.89,Cary,27519
22-11141843,SOLAR PV SYSTEM,,2022-11-15,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-11-30,214,14630,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,16410.94,Cary,27511
22-11151864,SOLAR PV SYSTEM,2023-02-16,2022-11-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-05-24,600,27720,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27519,31094.42,Cary,27519
22-11161557,SOLAR PANELS,2022-12-01,2022-11-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-09,0,19112,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27513,21438.54,Cary,27513
22-11171818,SOLAR PV SYSTEM,2022-12-07,2022-11-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-04-24,535,44447,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27519,49857.63,Cary,27519
22-11181832,SOLAR PANELS,2022-12-30,2022-11-16,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2023-06-28,0,17873,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27519,20048.72,Cary,27519
22-11190226,SOLAR PANELS,2022-12-12,2022-11-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-20,0,36000,8M SOLAR,GENERAL CONTRACTOR,27587,27519,40382.36,Cary,27519
22-11200227,SOLAR PANELS,2023-01-11,2022-11-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-02-06,0,26500,8M SOLAR,GENERAL CONTRACTOR,27587,27519,29725.9,Cary,27519
22-11211244,SOLAR PANELS,2023-01-05,2022-11-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-23,418,22440,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,25171.67,Cary,27519
22-11221332,SOLAR PANELS,2023-01-05,2022-11-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-09,0,19800,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27539,22210.3,Apex,27539
22-11231363,SOLAR PV SYSTEM,2023-03-03,2022-11-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-04-10,0,56000,NEXUS ENERGY SYSTEMS LLC,GENERAL CONTRACTOR,92806,27519,62817.0,Cary,27519
22-11241820,SOLAR PANELS,,2022-11-18,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-12-02,0,21945,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27518,24616.41,Cary,27518
22-11251391,SOLAR PANELS,2023-03-10,2022-11-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-03-23,0,28288,PALMETTO SOLAR LLC,GENERAL CONTRACTOR,29405,27513,31731.56,Cary,27513
22-11261833,SOLAR PV SYSTEM,,2022-11-21,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2022-12-07,0,46470,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,52126.89,Cary,27511
22-11271845,SOLAR PV SYSTEM,2023-02-06,2022-11-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-08-25,0,60814,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,68217.02,Cary,27511
22-11281865,SOLAR PV SYSTEM,,2022-11-21,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-03-10,0,35574,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27519,39904.5,Cary,27519
22-11291842,SOLAR PV SYSTEM,2023-01-23,2022-11-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-08-22,514,32340,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27519,36276.82,Cary,27519
22-11301819,SOLAR PANELS,2023-02-13,2022-11-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-08-14,0,32340,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27513,36276.82,Cary,27513
22-11311844,SOLAR PANELS,2022-12-30,2022-11-27,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2023-05-01,0,27186,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27519,30495.41,Cary,27519
22-11321838,SOLAR PV SYSTEM,,2022-11-28,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-08-04,0,21945,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27519,24616.41,Cary,27519
22-11331922,SOLAR PANELS,2022-12-15,2022-11-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-04,0,0,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,0.0,Cary,27511
22-11341362,SOLAR PANELS,2023-03-21,2022-11-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-03-24,0,40000,NEXUS ENERGY SYSTEMS LLC,GENERAL CONTRACTOR,92806,27519,44869.29,Cary,27519
22-11351846,SOLAR PV SYSTEM,,2022-11-30,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2023-02-21,0,44478,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27518,49892.4,Cary,27518
22-11361856,SOLAR PV SYSTEM,2023-06-07,2022-11-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-06-16,0,27436,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27511,30775.84,Cary,27511
22-11370501,SOLAR PV SYSTEM,2023-01-09,2022-12-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-02-13,0,38189,ALPHA CONTRACTING LLC,GENERAL CONTRACTOR,27529,27511,42969.75,Cary,27511
22-11381675,SOLAR PV SYSTEM,2023-05-08,2022-12-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-05-11,0,8600,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,9676.6,Cary,27519
22-11390505,SOLAR PV SYSTEM,2023-01-12,2022-12-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-03-28,0,45189,ALPHA CONTRACTING LLC,GENERAL CONTRACTOR,27529,27518,50846.06,Cary,27518
22-11400642,SOLAR PV SYSTEM,2023-01-04,2022-12-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-01-09,0,19729,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,22198.81,Cary,27519
22-11411821,Solar PV System,2023-04-10,2022-12-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2023-04-17,742,78463,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,29016,27512,88285.51,Cary,27513
